"Name","Area (ABD) (�m�)","Area (Filled) (�m�)","Aspect Ratio","Average Blue","Average Green","Average Red","Biovolume (Cylinder) (�m�)","Biovolume (P. Spheroid) (�m�)","Biovolume (Sphere) (�m�)","Calibration Factor","Calibration Image","Capture ID","Capture X (px)","Capture Y (px)","Ch1 Area","Ch1 Peak","Ch1 Width","Ch2 Area","Ch2 Peak","Ch2 Width","Ch2/Ch1 Ratio","Circle Fit","Circularity","Circularity (Hu)","Compactness","Convex Perimeter (�m)","Convexity","Date","Diameter (ABD) (�m)","Diameter (ESD) (�m)","Diameter (FD) (�m)","Edge Gradient","Elapsed Time (s)","Elongation","Feret Angle Max (�)","Feret Angle Min (�)","Fiber Curl","Fiber Straightness","Filter Score","Geodesic Aspect Ratio","Geodesic Length (�m)","Geodesic Thickness (�m)","Group ID","Image Height (px)","Image Width (px)","Intensity","Length (�m)","Particles Per Chain","Perimeter (�m)","Ratio Blue/Green","Ratio Red/Blue","Ratio Red/Green","Roughness","Sigma Intensity","Source Image","Sphere Complement (�m�)","Sphere Count","Sphere Unknown (�m�)","Sphere Volume (�m�)","Sqrt Circularity","Sum Intensity","Symmetry","Time","Timestamp","Transparency","UUID","Volume (ABD) (�m�)","Volume (ESD) (�m�)","Width (�m)"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","2284.45","2284.45","0.99","0.00","0.00","0.00","103557.35","81640.24","82136.73","1.83","259.00","259.00","260.00","381.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.92","1.00","1.09","185.08","1.00","2024-10-30 10:17:57","53.93","55.05","53.93","236.55","18.34","1.00","-10.00","-90.00","0.00","1.13","0.00","1.00","50.90","50.90","251","44.00","45.00","31.24","57.70","1.00","203.59","0.00","0.00","0.00","1.10","38.74","49848","0.00","0.00","0.00","0.00","0.96","28268.00","0.93","2024-10-30 10:17:57","2024-10-30 10:17:57","0.02","C710415A96C911EF937150EBF6EE7050","82136.73","87350.38","54.03"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1243.13","1243.13","0.97","0.00","0.00","0.00","45377.10","32337.62","32971.58","1.83","260.00","260.00","339.00","429.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.95","1.00","1.05","140.18","1.00","2024-10-30 10:17:57","39.78","40.91","39.78","177.40","18.34","1.00","65.00","0.00","0.00","1.11","0.00","1.00","38.66","38.66","252","37.00","36.00","63.95","43.04","1.00","154.64","0.00","0.00","0.00","1.10","35.13","49848","0.00","0.00","0.00","0.00","0.98","34535.00","0.93","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C71043B196C911EF937150EBF6EE7050","32971.58","35838.61","39.38"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","868.17","868.17","0.98","0.00","0.00","0.00","29057.01","19042.54","19242.78","1.83","261.00","261.00","516.00","558.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.96","1.00","1.05","119.52","1.00","2024-10-30 10:17:57","33.25","34.24","33.25","205.68","18.34","1.00","-75.00","0.00","0.00","1.07","0.00","1.00","33.32","33.32","253","33.00","33.00","69.60","35.72","1.00","133.28","0.00","0.00","0.00","1.12","29.52","49848","0.00","0.00","0.00","0.00","0.98","28049.00","0.92","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C710460C96C911EF937150EBF6EE7050","19242.78","21019.78","33.88"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1033.58","1033.58","0.98","0.00","0.00","0.00","35702.76","24775.13","24996.71","1.83","262.00","262.00","948.00","59.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.96","1.00","1.04","129.52","1.00","2024-10-30 10:17:57","36.28","37.29","36.28","252.21","18.42","1.00","55.00","0.00","0.00","1.10","0.00","1.00","35.69","35.69","254","34.00","34.00","49.28","39.38","1.00","142.76","0.00","0.00","0.00","1.10","41.44","49849","0.00","0.00","0.00","0.00","0.98","22868.00","0.92","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C710485B96C911EF937150EBF6EE7050","24996.71","27157.82","35.72"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","911.28","911.28","0.77","0.00","0.00","0.00","24521.99","20186.17","20693.95","1.83","263.00","263.00","661.00","141.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.68","0.60","0.90","1.66","138.88","0.91","2024-10-30 10:17:57","34.06","40.35","34.06","70.99","18.42","2.85","45.00","0.00","0.30","0.77","0.00","0.35","63.28","22.21","255","37.00","33.00","128.51","48.54","1.00","170.99","0.00","0.00","0.00","1.23","42.46","49849","0.00","0.00","0.00","0.00","0.78","53847.00","0.60","2024-10-30 10:17:57","2024-10-30 10:17:57","0.16","C7104AB596C911EF937150EBF6EE7050","20693.95","34387.66","33.88"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","900.48","900.48","0.93","0.00","0.00","0.00","34116.84","19514.24","20327.22","1.83","264.00","264.00","329.00","74.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.88","0.88","0.99","1.13","124.79","1.00","2024-10-30 10:17:57","33.86","36.02","33.86","229.73","18.52","1.00","40.00","-45.00","0.00","1.17","0.00","1.00","35.15","35.15","256","33.00","33.00","63.28","41.21","1.00","140.61","0.00","0.00","0.00","1.13","42.20","49850","0.00","0.00","0.00","0.00","0.94","26261.00","0.87","2024-10-30 10:17:57","2024-10-30 10:17:57","0.06","C7104D0796C911EF937150EBF6EE7050","20327.22","24472.75","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1639.68","1639.68","0.99","0.00","0.00","0.00","64470.48","49567.27","49946.09","1.83","265.00","265.00","789.00","357.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.95","1.00","1.05","158.71","1.00","2024-10-30 10:17:57","45.69","46.76","45.69","254.93","18.52","1.00","-80.00","-45.00","0.00","1.12","0.00","1.00","43.46","43.46","257","40.00","40.00","85.95","48.54","1.00","173.84","0.00","0.00","0.00","1.10","65.90","49850","0.00","0.00","0.00","0.00","0.97","58530.00","0.94","2024-10-30 10:17:57","2024-10-30 10:17:57","0.02","C7104F5D96C911EF937150EBF6EE7050","49946.09","53521.66","44.87"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","798.56","798.56","0.88","0.00","0.00","0.00","27117.10","15700.03","16975.56","1.83","266.00","266.00","677.00","1655.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.90","0.94","0.99","1.07","116.12","1.00","2024-10-30 10:17:57","31.89","33.17","31.89","126.52","18.52","1.00","-75.00","0.00","0.00","1.10","0.00","1.00","32.56","32.56","258","33.00","31.00","79.03","35.72","1.00","130.25","0.00","0.00","0.00","1.12","35.09","49850","0.00","0.00","0.00","0.00","0.97","29795.00","0.91","2024-10-30 10:17:57","2024-10-30 10:17:57","0.04","C71051A896C911EF937150EBF6EE7050","16975.56","19112.87","30.22"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","3799.81","3799.81","0.95","0.00","0.00","0.00","192158.93","174137.92","176200.04","1.83","267.00","267.00","425.00","543.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.86","0.72","0.99","1.39","244.76","0.97","2024-10-30 10:17:57","69.56","74.18","69.56","177.59","18.77","1.79","0.00","-90.00","0.19","0.84","0.00","0.56","92.36","51.47","259","52.00","57.00","32.87","77.84","1.00","287.66","0.00","0.00","0.00","1.18","47.16","49851","0.00","0.00","0.00","0.00","0.85","46581.00","0.81","2024-10-30 10:17:57","2024-10-30 10:17:57","0.06","C710540196C911EF937150EBF6EE7050","176200.04","213725.13","68.69"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","913.98","913.98","0.91","0.00","0.00","0.00","29764.39","19575.56","20786.04","1.83","268.00","268.00","744.00","1522.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.98","1.00","1.02","122.06","1.00","2024-10-30 10:17:57","34.11","35.00","34.11","141.73","18.77","1.00","-85.00","0.00","0.00","1.12","0.00","1.00","33.59","33.59","260","34.00","32.00","71.86","37.55","1.00","134.36","0.00","0.00","0.00","1.10","43.06","49851","0.00","0.00","0.00","0.00","0.99","30181.00","0.95","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C710567096C911EF937150EBF6EE7050","20786.04","22456.82","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","2664.70","2664.70","0.98","0.00","0.00","0.00","129455.59","102317.06","103475.04","1.83","269.00","269.00","535.00","1133.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.91","1.00","1.10","199.61","1.00","2024-10-30 10:17:57","58.25","59.73","58.25","247.97","18.92","1.00","-85.00","0.00","0.00","1.12","0.00","1.00","54.83","54.83","261","47.00","46.00","43.39","61.36","1.00","219.32","0.00","0.00","0.00","1.10","34.44","49852","0.00","0.00","0.00","0.00","0.95","44905.00","0.90","2024-10-30 10:17:57","2024-10-30 10:17:57","0.02","C71058CD96C911EF937150EBF6EE7050","103475.04","111580.25","57.70"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","892.39","892.39","0.95","0.00","0.00","0.00","30483.16","19429.78","20053.89","1.83","270.00","270.00","342.00","1254.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.95","1.00","1.06","121.53","1.00","2024-10-30 10:17:57","33.71","34.85","33.71","237.75","18.92","1.00","80.00","0.00","0.00","1.11","0.00","1.00","33.86","33.86","262","34.00","32.00","49.52","37.55","1.00","135.43","0.00","0.00","0.00","1.11","37.87","49852","0.00","0.00","0.00","0.00","0.97","20403.00","0.93","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C7105B3996C911EF937150EBF6EE7050","20053.89","22164.34","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1132.41","1132.41","0.98","0.00","0.00","0.00","39732.40","28415.05","28666.31","1.83","271.00","271.00","796.00","162.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.96","1.00","1.04","135.12","1.00","2024-10-30 10:17:57","37.97","39.23","37.97","169.23","19.09","1.00","25.00","0.00","0.00","1.11","0.00","1.00","36.98","36.98","263","35.00","35.00","66.29","41.21","1.00","147.94","0.00","0.00","0.00","1.09","34.96","49853","0.00","0.00","0.00","0.00","0.98","33147.00","0.93","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C7105D8C96C911EF937150EBF6EE7050","28666.31","31604.30","37.55"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","2342.70","2342.70","0.95","0.00","0.00","0.00","109248.46","83140.45","85298.17","1.83","273.00","273.00","363.00","1809.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.91","1.00","1.10","189.28","1.00","2024-10-30 10:17:57","54.62","56.53","54.62","201.97","19.09","1.00","10.00","-90.00","0.00","1.18","0.00","1.00","51.81","51.81","264","43.00","47.00","53.04","61.36","1.00","207.25","0.00","0.00","0.00","1.09","34.21","49853","0.00","0.00","0.00","0.00","0.95","49062.00","0.90","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C710623196C911EF937150EBF6EE7050","85298.17","94563.86","52.20"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1099.38","1099.38","0.77","0.00","0.00","0.00","46088.75","24015.40","27421.16","1.83","274.00","274.00","560.00","1844.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.74","0.77","0.95","1.29","140.42","1.00","2024-10-30 10:17:57","37.41","40.96","37.41","108.18","19.09","1.27","80.00","0.00","0.00","1.10","0.00","0.78","45.67","35.84","265","41.00","32.00","87.48","50.37","1.00","163.03","0.00","0.00","0.00","1.16","31.49","49853","0.00","0.00","0.00","0.00","0.88","42688.00","0.72","2024-10-30 10:17:57","2024-10-30 10:17:57","0.09","C71064C396C911EF937150EBF6EE7050","27421.16","35972.50","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","769.29","769.29","0.37","0.00","0.00","0.00","18751.27","8517.87","16050.94","1.83","275.00","275.00","897.00","289.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.40","0.57","0.62","1.77","142.08","0.94","2024-10-30 10:17:57","31.30","41.47","31.30","139.58","19.17","3.25","-90.00","0.00","0.17","0.86","0.00","0.31","63.15","19.44","266","44.00","27.00","93.28","54.03","1.00","165.18","0.00","0.00","0.00","1.16","29.42","49854","0.00","0.00","0.00","0.00","0.75","34140.00","0.56","2024-10-30 10:17:57","2024-10-30 10:17:57","0.25","C710671396C911EF937150EBF6EE7050","16050.94","37329.82","22.89"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","711.11","711.11","0.98","0.00","0.00","0.00","22202.09","14045.12","14264.93","1.83","276.00","276.00","190.00","572.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.98","1.00","1.02","109.29","1.00","2024-10-30 10:17:57","30.09","30.93","30.09","194.32","19.17","1.00","-85.00","0.00","0.00","1.05","0.00","1.00","30.46","30.46","267","31.00","31.00","77.46","32.05","1.00","121.85","0.00","0.00","0.00","1.11","28.82","49854","0.00","0.00","0.00","0.00","0.99","26647.00","0.94","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C710696996C911EF937150EBF6EE7050","14264.93","15498.65","30.22"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1309.98","1309.98","0.95","0.00","0.00","0.00","40868.76","41380.78","35666.48","1.83","277.00","277.00","884.00","915.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.68","0.64","0.90","1.56","163.56","0.91","2024-10-30 10:17:57","40.84","48.28","40.84","152.70","19.17","2.50","60.00","-70.00","0.32","0.76","0.00","0.40","68.80","27.50","268","41.00","41.00","98.27","52.20","1.00","192.60","0.00","0.00","0.00","1.18","39.92","49854","0.00","0.00","0.00","0.00","0.80","55424.00","0.56","2024-10-30 10:17:57","2024-10-30 10:17:57","0.15","C7106BB496C911EF937150EBF6EE7050","35666.48","58936.14","43.04"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1614.11","1614.11","1.00","0.00","0.00","0.00","61152.73","48662.27","48782.62","1.83","278.00","278.00","691.00","130.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.97","0.97","1.00","1.03","157.26","1.00","2024-10-30 10:17:57","45.33","46.30","45.33","254.90","19.27","1.00","5.00","0.00","0.00","1.09","0.00","1.00","42.70","42.70","269","39.00","39.00","100.74","46.71","1.00","170.81","0.00","0.00","0.00","1.09","85.42","49855","0.00","0.00","0.00","0.00","0.99","67697.00","0.93","2024-10-30 10:17:57","2024-10-30 10:17:57","0.02","C7106F3596C911EF937150EBF6EE7050","48782.62","51964.55","44.87"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","737.50","737.50","0.99","0.00","0.00","0.00","22793.76","14927.39","15066.20","1.83","279.00","279.00","713.00","233.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.99","1.00","1.01","110.96","1.00","2024-10-30 10:17:57","30.64","31.54","30.64","194.98","19.27","1.00","75.00","0.00","0.00","1.10","0.00","1.00","30.73","30.73","270","31.00","31.00","76.92","33.88","1.00","122.92","0.00","0.00","0.00","1.11","30.55","49855","0.00","0.00","0.00","0.00","0.99","27230.00","0.93","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C710718596C911EF937150EBF6EE7050","15066.20","16434.56","30.22"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","932.92","932.92","0.98","0.00","0.00","0.00","30784.24","21121.20","21435.22","1.83","280.00","280.00","936.00","529.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.98","1.00","1.03","123.29","1.00","2024-10-30 10:17:57","34.46","35.36","34.46","226.95","19.27","1.00","-10.00","-90.00","0.00","1.11","0.00","1.00","33.97","33.97","271","33.00","34.00","57.24","37.55","1.00","135.87","0.00","0.00","0.00","1.10","47.98","49855","0.00","0.00","0.00","0.00","0.99","24440.00","0.93","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C71073D396C911EF937150EBF6EE7050","21435.22","23149.28","33.88"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","981.77","981.77","0.61","0.00","0.00","0.00","28927.81","19331.85","23140.75","1.83","282.00","282.00","183.00","538.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.58","0.65","0.83","1.55","143.58","0.92","2024-10-30 10:17:57","35.36","42.13","35.36","245.07","19.42","2.45","10.00","-90.00","0.25","0.80","0.00","0.41","60.51","24.67","272","32.00","40.00","68.98","48.54","1.00","170.36","0.00","0.00","0.00","1.19","56.51","49856","0.00","0.00","0.00","0.00","0.80","30696.00","0.55","2024-10-30 10:17:57","2024-10-30 10:17:57","0.16","C710788596C911EF937150EBF6EE7050","23140.75","39144.80","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","774.60","774.60","0.98","0.00","0.00","0.00","25798.81","16033.23","16217.50","1.83","283.00","283.00","305.00","186.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.95","1.00","1.06","114.00","1.00","2024-10-30 10:17:57","31.40","32.66","31.40","248.95","19.52","1.00","-70.00","0.00","0.00","1.06","0.00","1.00","32.03","32.03","273","32.00","32.00","54.56","33.88","1.00","128.10","0.00","0.00","0.00","1.12","49.07","49857","0.00","0.00","0.00","0.00","0.97","20079.00","0.91","2024-10-30 10:17:57","2024-10-30 10:17:57","0.04","C7107AD496C911EF937150EBF6EE7050","16217.50","18246.86","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1332.33","1332.33","0.95","0.00","0.00","0.00","57301.95","35763.45","36583.02","1.83","284.00","284.00","772.00","566.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.90","0.86","1.00","1.16","148.04","1.00","2024-10-30 10:17:57","41.19","43.25","41.19","210.51","19.52","1.00","-55.00","0.00","0.00","1.12","0.00","1.00","41.79","41.79","274","39.00","37.00","82.12","46.71","1.00","167.14","0.00","0.00","0.00","1.13","59.45","49857","0.00","0.00","0.00","0.00","0.93","46975.00","0.80","2024-10-30 10:17:57","2024-10-30 10:17:57","0.05","C7107D1E96C911EF937150EBF6EE7050","36583.02","42348.67","41.21"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1218.14","1218.14","0.93","0.00","0.00","0.00","45377.10","30702.49","31982.40","1.83","285.00","285.00","666.00","1255.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.94","1.00","1.07","139.44","1.00","2024-10-30 10:17:57","39.38","40.60","39.38","197.62","19.59","1.00","-80.00","25.00","0.00","1.11","0.00","1.00","38.66","38.66","275","37.00","36.00","59.78","43.04","1.00","154.64","0.00","0.00","0.00","1.11","31.74","49858","0.00","0.00","0.00","0.00","0.97","31741.00","0.92","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C7107F8396C911EF937150EBF6EE7050","31982.40","35042.23","37.55"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","976.33","976.33","0.99","0.00","0.00","0.00","32578.60","22758.39","22948.69","1.83","286.00","286.00","426.00","968.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.97","1.00","1.03","125.90","1.00","2024-10-30 10:17:57","35.26","36.17","35.26","248.50","19.77","1.00","5.00","-45.00","0.00","1.08","0.00","1.00","34.62","34.62","276","34.00","34.00","53.04","37.55","1.00","138.47","0.00","0.00","0.00","1.10","34.32","49859","0.00","0.00","0.00","0.00","0.99","23498.00","0.92","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C71081CF96C911EF937150EBF6EE7050","22948.69","24785.17","33.88"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1492.42","1492.42","0.99","0.00","0.00","0.00","57301.95","43223.19","43371.04","1.83","287.00","287.00","179.00","631.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.95","1.00","1.05","152.08","1.00","2024-10-30 10:17:57","43.59","44.72","43.59","242.12","19.84","1.00","-65.00","0.00","0.00","1.12","0.00","1.00","41.79","41.79","277","39.00","38.00","95.63","46.71","1.00","167.14","0.00","0.00","0.00","1.10","72.25","49860","0.00","0.00","0.00","0.00","0.97","60150.00","0.93","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C710842096C911EF937150EBF6EE7050","43371.04","46832.75","43.04"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","2095.84","2095.84","0.95","0.00","0.00","0.00","94304.87","70662.06","72177.39","1.83","288.00","288.00","394.00","393.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.91","0.91","0.99","1.10","180.12","1.00","2024-10-30 10:17:57","51.66","53.78","51.66","240.74","19.92","1.00","10.00","-90.00","0.00","1.17","0.00","1.00","49.33","49.33","278","42.00","45.00","31.08","57.70","1.00","197.34","0.00","0.00","0.00","1.10","38.21","49861","0.00","0.00","0.00","0.00","0.95","26110.00","0.86","2024-10-30 10:17:57","2024-10-30 10:17:57","0.04","C710866C96C911EF937150EBF6EE7050","72177.39","81434.42","50.37"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","870.85","870.85","0.95","0.00","0.00","0.00","30784.24","18767.63","19332.24","1.83","289.00","289.00","173.00","1146.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.92","0.92","1.00","1.08","121.57","1.00","2024-10-30 10:17:57","33.30","34.80","33.30","184.17","19.92","1.00","-10.00","-90.00","0.00","1.16","0.00","1.00","33.97","33.97","279","32.00","35.00","59.36","39.38","1.00","135.87","0.00","0.00","0.00","1.12","33.03","49861","0.00","0.00","0.00","0.00","0.96","23982.00","0.87","2024-10-30 10:17:57","2024-10-30 10:17:57","0.04","C71088B696C911EF937150EBF6EE7050","19332.24","22067.41","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1218.14","1218.14","0.99","0.00","0.00","0.00","44054.39","31884.60","31982.40","1.83","290.00","290.00","710.00","530.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.95","1.00","1.05","138.91","1.00","2024-10-30 10:17:57","39.38","40.35","39.38","250.57","20.02","1.00","5.00","0.00","0.00","1.08","0.00","1.00","38.28","38.28","280","36.00","36.00","52.07","41.21","1.00","153.12","0.00","0.00","0.00","1.10","43.52","49862","0.00","0.00","0.00","0.00","0.98","27648.00","0.93","2024-10-30 10:17:57","2024-10-30 10:17:57","0.02","C7108B3696C911EF937150EBF6EE7050","31982.40","34387.66","39.38"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1885.41","1885.41","0.86","0.00","0.00","0.00","83597.07","56512.16","61584.50","1.83","291.00","291.00","899.00","1749.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.88","0.90","0.99","1.11","171.27","1.00","2024-10-30 10:17:57","49.00","50.62","49.00","160.49","20.02","1.00","-80.00","10.00","0.00","1.18","0.00","1.00","47.39","47.39","281","43.00","40.00","62.86","55.86","1.00","189.57","0.00","0.00","0.00","1.11","36.11","49862","0.00","0.00","0.00","0.00","0.95","48213.00","0.92","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C7108D8896C911EF937150EBF6EE7050","61584.50","67928.54","44.87"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","711.11","711.11","0.90","0.00","0.00","0.00","25420.95","13531.58","14264.93","1.83","292.00","292.00","825.00","627.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.88","0.89","0.98","1.12","112.89","1.00","2024-10-30 10:17:57","30.09","32.00","30.09","216.79","20.09","1.00","-90.00","10.00","0.00","1.12","0.00","1.00","31.87","31.87","282","34.00","31.00","67.80","35.72","1.00","127.48","0.00","0.00","0.00","1.13","41.19","49863","0.00","0.00","0.00","0.00","0.94","23322.00","0.86","2024-10-30 10:17:57","2024-10-30 10:17:57","0.06","C7108FD896C911EF937150EBF6EE7050","14264.93","17160.70","28.39"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1447.33","1447.33","0.95","0.00","0.00","0.00","59537.42","40429.24","41420.60","1.83","293.00","293.00","154.00","1052.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.90","1.00","1.11","152.04","1.00","2024-10-30 10:17:57","42.93","44.67","42.93","238.65","20.09","1.00","-15.00","-90.00","0.00","1.15","0.00","1.00","42.32","42.32","283","37.00","40.00","25.21","48.54","1.00","169.29","0.00","0.00","0.00","1.11","35.93","49863","0.00","0.00","0.00","0.00","0.95","15456.00","0.86","2024-10-30 10:17:57","2024-10-30 10:17:57","0.04","C710922596C911EF937150EBF6EE7050","41420.60","46673.09","41.21"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","742.79","742.79","0.98","0.00","0.00","0.00","23395.84","15052.66","15228.58","1.83","294.00","294.00","912.00","1081.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.98","1.00","1.02","112.06","1.00","2024-10-30 10:17:57","30.75","31.80","30.75","239.51","20.09","1.00","35.00","0.00","0.00","1.09","0.00","1.00","31.00","31.00","284","31.00","31.00","56.45","33.88","1.00","124.00","0.00","0.00","0.00","1.11","34.14","49863","0.00","0.00","0.00","0.00","0.99","20095.00","0.87","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C710946F96C911EF937150EBF6EE7050","15228.58","16835.39","30.22"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","3390.13","3390.13","0.56","0.00","0.00","0.00","148141.77","116916.75","148487.20","1.83","295.00","295.00","409.00","1116.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.44","0.67","0.81","1.49","250.01","0.95","2024-10-30 10:17:57","65.70","75.96","65.70","187.04","20.34","2.23","35.00","-30.00","0.04","0.96","0.00","0.45","97.76","43.93","285","56.00","58.00","38.94","94.33","1.00","283.37","0.00","0.00","0.00","1.13","41.58","49864","0.00","0.00","0.00","0.00","0.82","49844.00","0.53","2024-10-30 10:17:57","2024-10-30 10:17:57","0.14","C71096E696C911EF937150EBF6EE7050","148487.20","229489.30","52.20"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","1148.96","1148.96","0.96","0.00","0.00","0.00","44986.98","28814.18","29297.00","1.83","296.00","296.00","372.00","91.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.91","0.90","0.99","1.11","138.08","1.00","2024-10-30 10:17:57","38.25","39.89","38.25","115.32","20.42","1.00","10.00","-90.00","0.00","1.12","0.00","1.00","38.55","38.55","286","35.00","37.00","79.49","43.04","1.00","154.19","0.00","0.00","0.00","1.12","34.87","49865","0.00","0.00","0.00","0.00","0.95","40223.00","0.88","2024-10-30 10:17:57","2024-10-30 10:17:57","0.04","C710993596C911EF937150EBF6EE7050","29297.00","33230.07","37.55"
"2024-10-30 P2002 Group 5 Rev 2 R03 PP2","878.93","878.93","0.97","0.00","0.00","0.00","29764.39","19271.01","19601.62","1.83","297.00","297.00","647.00","837.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.95","1.00","1.05","120.69","1.00","2024-10-30 10:17:57","33.45","34.65","33.45","160.37","20.42","1.00","-85.00","0.00","0.00","1.06","0.00","1.00","33.59","33.59","287","33.00","33.00","77.27","35.72","1.00","134.36","0.00","0.00","0.00","1.11","35.43","49865","0.00","0.00","0.00","0.00","0.97","31449.00","0.87","2024-10-30 10:17:57","2024-10-30 10:17:57","0.03","C7109B9F96C911EF937150EBF6EE7050","19601.62","21778.32","33.88"
